Frases;Sentimento
O candidato enfrentou o temor de não ser selecionado para a vaga de emprego.;Medo
O temor do acidente de avião fez com que algumas pessoas evitassem viajar de avião.;Medo
O temor da pandemia levou muitas pessoas a tomarem precauções extras para evitar a contaminação.;Medo
O temor do desemprego fez com que os trabalhadores se esforçassem mais para manter seus empregos.;Medo
O temor do futuro econômico fez com que muitos investidores retirassem seus investimentos do mercado.;Medo
O temor de falhar no exame causou ansiedade nos estudantes durante o período de preparação.;Medo
O temor de ser rejeitado fez com que o jovem adiasse a declaração de amor.;Medo
O temor de perder a casa fez com que a família procurasse uma solução para as dívidas.;Medo
O temor de contrair a doença levou as pessoas a seguirem as orientações de saúde pública.;Medo
O temor de ser assaltado fez com que algumas pessoas evitassem sair à noite.;Medo
O temor do futuro político levou muitos a se envolverem mais na política e nos assuntos públicos.;Medo
O temor de perder o emprego levou alguns trabalhadores a aceitarem condições de trabalho precárias.;Medo
O temor de falhar no projeto fez com que a equipe se esforçasse ainda mais para entregar resultados positivos.;Medo
O temor de não ser aceito pelo grupo fez com que o jovem escondesse sua verdadeira personalidade.;Medo
A tensão entre os países vizinhos aumentou devido a disputas territoriais.;Medo
A tensão entre os membros da família estava palpável durante o jantar de Natal.;Medo
A tensão entre os torcedores de times rivais resultou em brigas após o jogo.;Medo
A tensão no ambiente de trabalho estava insuportável devido aos conflitos entre colegas.;Medo
A tensão na sala de aula diminuiu após o professor acalmar os alunos.;Medo
A tensão entre as facções criminosas levou a um aumento na violência nas ruas.;Medo
A tensão entre os líderes políticos resultou em um impasse nas negociações.;Medo
A tensão emocional do atleta afetou seu desempenho durante a competição.;Medo
A tensão nos nervos causou dores de cabeça frequentes no paciente.;Medo
A tensão entre os sindicatos e a empresa resultou em uma greve.;Medo
A tensão no relacionamento do casal foi evidente durante a discussão acalorada.;Medo
A tensão no mercado financeiro fez com que os investidores tomassem precauções.;Medo
A tensão nas cordas vocais causou problemas na voz do cantor.;Medo
A tensão entre os grupos políticos resultou em manifestações nas ruas.;Medo
A tensão entre os alunos aumentou à medida que o resultado do teste se aproximava.;Medo
O filme de terror assustou a plateia com suas cenas assustadoras.;Medo
O terror se espalhou pela cidade após a notícia de um serial killer à solta.;Medo
A história de terror contada pelo avô fez as crianças ficarem acordadas a noite toda.;Medo
A população viveu momentos de terror durante o período de guerra.;Medo
O livro de terror foi um sucesso entre os fãs do gênero.;Medo
O terror invadiu o coração dos sobreviventes após o desastre natural.;Medo
O brinquedo assustador causou terror nas crianças durante a festa de Halloween.;Medo
O terrorismo deixou marcas profundas na sociedade.;Medo
O suspense do filme de terror manteve o público tenso durante toda a exibição.;Medo
A obra de arte retratando cenas de terror gerou controvérsias e debates.;Medo
A família viveu momentos de terror durante o assalto à sua residência.;Medo
O terror psicológico causado pelos pesadelos afetou o sono do paciente.;Medo
O terrorismo cibernético tem sido uma preocupação crescente para a segurança digital.;Medo
O suspense do romance de terror cativou os leitores, mantendo-os ansiosos pelo próximo capítulo.;Medo
O terror do acidente de avião deixou os passageiros apreensivos durante o voo.;Medo
O atleta tropeçou e caiu durante a corrida, perdendo a chance de vencer.;Medo
O caminhante tropeçou em uma pedra no caminho e caiu.;Medo
O cantor tropeçou nas palavras durante a apresentação ao vivo.;Medo
O aluno tropeçou na questão mais difícil da prova.;Medo
O dançarino tropeçou no figurino durante o espetáculo.;Medo
O homem tropeçou nas escadas e torceu o tornozelo.;Medo
O jogador de futebol tropeçou na bola e perdeu a oportunidade de marcar o gol.;Medo
A atriz tropeçou no tapete vermelho durante o evento de premiação.;Medo
O ciclista tropeçou no pedal da bicicleta e caiu.;Medo
O orador tropeçou no microfone e teve que ajustá-lo antes de continuar o discurso.;Medo
O viajante tropeçou na mala e quase caiu no aeroporto.;Medo
O músico tropeçou nas cordas do violão durante a apresentação.;Medo
O corredor tropeçou na linha de chegada e perdeu a corrida por milésimos de segundo.;Medo
O jogador de basquete tropeçou no próprio pé e perdeu o controle da bola.;Medo
A criança tropeçou nos brinquedos espalhados no chão do quarto.;Medo
O avião passou por uma área de turbulência durante o voo, deixando os passageiros inquietos.;Medo
A economia do país enfrentou turbulências devido à crise financeira global.;Medo
O mercado de ações experimentou turbulências após o anúncio de uma recessão.;Medo
A vida pessoal do ator foi marcada por turbulências e escândalos.;Medo
A empresa passou por um período de turbulência após a saída de seu CEO.;Medo
A relação entre os países vizinhos foi marcada por turbulências e conflitos.;Medo
A turbulência emocional da personagem principal foi retratada de forma intensa no filme.;Medo
O relacionamento do casal enfrentou turbulências após uma série de desentendimentos.;Medo
O período eleitoral foi marcado por turbulências políticas e manifestações.;Medo
A turbulência nos oceanos causou uma mudança no clima global.;Medo
A empresa passou por turbulências internas devido à reestruturação organizacional.;Medo
A turbulência social resultou em protestos e greves em todo o país.;Medo
O setor de tecnologia enfrentou turbulências devido a mudanças nas regulamentações governamentais.;Medo
A turbulência no mercado imobiliário afetou o setor de construção civil.;Medo
A turbulência na vida familiar causou estresse e desconforto aos membros da família.;Medo
A situação de emergência exigiu uma resposta rápida das equipes de resgate.;Medo
O paciente foi levado para o hospital em estado de urgência após o acidente.;Medo
A empresa precisa tomar medidas urgentes para evitar uma crise financeira.;Medo
O projeto foi concluído com urgência para atender ao prazo estabelecido pelo cliente.;Medo
O médico atendeu o paciente com urgência devido aos sintomas graves apresentados.;Medo
A situação humanitária na região exige uma ação urgente para fornecer ajuda aos necessitados.;Medo
O governante convocou uma reunião de urgência para discutir a situação do país.;Medo
A mensagem foi enviada com urgência para informar sobre a mudança de planos.;Medo
A equipe de vendas está trabalhando com urgência para fechar o negócio antes do fim do mês.;Medo
A evacuação da área foi realizada com urgência devido ao risco de desastre natural iminente.;Medo
A decisão de investimento deve ser tomada com urgência para aproveitar a oportunidade de mercado.;Medo
A pesquisa foi realizada com urgência para fornecer informações atualizadas sobre o tema.;Medo
A situação de escassez de alimentos exige medidas urgentes para garantir a segurança alimentar.;Medo
A resolução do problema técnico foi tratada com urgência para evitar prejuízos na produção.;Medo
A urgência do assunto foi enfatizada durante a reunião, destacando a importância de tomar medidas imediatas.;Medo
O acidente de carro resultou em danos significativos ao veículo, já que o seguro contratado era insuficiente para cobrir todos os custos de reparo.;Medo
O empresário percebeu tarde demais que o seguro de responsabilidade civil da empresa era insuficiente para cobrir os danos causados a terceiros em um acidente no local de trabalho.;Medo
Após o incêndio que destruiu parte de sua casa, a família descobriu que o seguro residencial era insuficiente para cobrir a reconstrução completa do imóvel.;Medo
O turista teve que pagar do próprio bolso os custos médicos de um acidente durante a viagem, pois seu seguro de saúde internacional era insuficiente para cobrir despesas no exterior.;Medo
O proprietário do estabelecimento comercial enfrentou prejuízos financeiros significativos quando o seguro contra roubos foi considerado insuficiente para cobrir o valor total dos bens furtados.;Medo
A seguradora negou a cobertura para o tratamento médico especializado, alegando que a apólice contratada pelo cliente era insuficiente para procedimentos mais complexos.;Medo
A empresa sofreu danos materiais em sua fábrica após uma tempestade, e a indenização recebida foi insuficiente para recuperar completamente as operações.;Medo
O seguro de vida contratado pelo pai de família era insuficiente para proporcionar um suporte financeiro adequado aos beneficiários após seu falecimento.;Medo
A segurada enfrentou dificuldades para custear os medicamentos necessários, pois o seguro de saúde fornecido pelo empregador era insuficiente para cobrir os tratamentos.;Medo
